"","C123Merged_EnvSNO","C123_Plot_SNO","PlotID_New","PSUID","Cycle.x","Cycle_Year"
"162",2311,2414,"P01569_E","P015","C1","Yr1"
"163",2312,2415,"P01569_N","P015","C1","Yr1"
"164",2313,2416,"P01570_C","P015","C1","Yr1"
"165",2314,2417,"P01570_E","P015","C1","Yr1"
"166",2315,2418,"P01570_N","P015","C1","Yr1"
"167",2436,2539,"P01641_C","P016","C1","Yr2"
"168",2437,2540,"P01641_E","P016","C1","Yr2"
"169",2438,2541,"P01641_N","P016","C1","Yr2"
"170",2439,2542,"P01642_C","P016","C1","Yr2"
"171",2440,2543,"P01642_E","P016","C1","Yr2"
"172",2441,2544,"P01642_N","P016","C1","Yr2"
"173",2442,2545,"P01643_C","P016","C1","Yr2"
"174",2443,2546,"P01643_E","P016","C1","Yr2"
"175",2444,2547,"P01643_N","P016","C1","Yr2"
"176",2445,2548,"P01644_C","P016","C1","Yr2"
"177",2446,2549,"P01644_E","P016","C1","Yr2"
"178",2447,2550,"P01644_N","P016","C1","Yr2"
"179",2448,2551,"P01645_C","P016","C1","Yr2"
"180",2449,2552,"P01645_E","P016","C1","Yr2"
"181",2450,2553,"P01645_N","P016","C1","Yr2"
"182",2631,2734,"P01761_C","P017","C1","Yr2"
"183",2633,2736,"P01761_N","P017","C1","Yr2"
"184",2639,2742,"P01763_N","P017","C1","Yr2"
"185",2643,2746,"P01765_C","P017","C1","Yr2"
"186",2645,2748,"P01765_N","P017","C1","Yr2"
"187",2799,2923,"P01909_C","P019","C1","Yr2"
"188",2800,2924,"P01909_E","P019","C1","Yr2"
"189",2801,2925,"P01909_N","P019","C1","Yr2"
"190",2802,2926,"P01910_C","P019","C1","Yr2"
"191",2803,2927,"P01910_E","P019","C1","Yr2"
"192",2804,2928,"P01910_N","P019","C1","Yr2"
"193",2895,3019,"P01946_C","P019","C1","Yr2"
"194",2897,3021,"P01946_N","P019","C1","Yr2"
"195",2898,3022,"P01947_C","P019","C1","Yr2"
"196",2899,3023,"P01947_E","P019","C1","Yr2"
"197",2900,3024,"P01947_N","P019","C1","Yr2"
"198",2904,3028,"P01949_C","P019","C1","Yr2"
"199",2905,3029,"P01949_E","P019","C1","Yr2"
"200",2906,3030,"P01949_N","P019","C1","Yr2"
"201",2907,3031,"P01950_C","P019","C1","Yr2"
"202",2908,3032,"P01950_E","P019","C1","Yr2"
"203",2909,3033,"P01950_N","P019","C1","Yr2"
"204",2925,3049,"P01956_C","P019","C1","Yr2"
"205",2926,3050,"P01956_E","P019","C1","Yr2"
"206",2927,3051,"P01956_N","P019","C1","Yr2"
"207",2949,3073,"P01964_C","P019","C1","Yr2"
"208",2950,3074,"P01964_E","P019","C1","Yr2"
"209",2951,3075,"P01964_N","P019","C1","Yr2"
"210",2952,3076,"P01965_C","P019","C1","Yr2"
"211",2953,3077,"P01965_E","P019","C1","Yr2"
"212",2954,3078,"P01965_N","P019","C1","Yr2"
"213",2958,3082,"P01967_C","P019","C1","Yr2"
"214",2959,3083,"P01967_E","P019","C1","Yr2"
"215",2960,3084,"P01967_N","P019","C1","Yr2"
"216",2961,3085,"P01968_C","P019","C1","Yr2"
"217",2962,3086,"P01968_E","P019","C1","Yr2"
"218",2963,3087,"P01968_N","P019","C1","Yr2"
"219",3012,3136,"P02005_C","P020","C1","Yr2"
"220",3013,3137,"P02005_E","P020","C1","Yr2"
"221",3014,3138,"P02005_N","P020","C1","Yr2"
"222",3049,3173,"P02017_E","P020","C1","Yr2"
"223",3501,3625,"P02246_C","P022","C1","Yr2"
"224",3502,3626,"P02246_E","P022","C1","Yr2"
"225",3503,3627,"P02246_N","P022","C1","Yr2"
"226",3504,3628,"P02247_C","P022","C1","Yr2"
"227",3505,3629,"P02247_E","P022","C1","Yr2"
"228",3506,3630,"P02247_N","P022","C1","Yr2"
"229",3510,3634,"P02249_C","P022","C1","Yr2"
"230",3511,3635,"P02249_E","P022","C1","Yr2"
"231",3512,3636,"P02249_N","P022","C1","Yr2"
"232",3513,3637,"P02250_C","P022","C1","Yr2"
"233",3514,3638,"P02250_E","P022","C1","Yr2"
"234",3515,3639,"P02250_N","P022","C1","Yr2"
"235",3555,3691,"P02305_C","P023","C1","Yr2"
"236",3556,3692,"P02305_E","P023","C1","Yr2"
"237",3557,3693,"P02305_N","P023","C1","Yr2"
"238",3615,3751,"P02325_C","P023","C1","Yr2"
"239",3616,3752,"P02325_E","P023","C1","Yr2"
"240",3617,3753,"P02325_N","P023","C1","Yr2"
"241",3948,4087,"P02512_C","P025","C1","Yr2"
"242",3949,4088,"P02512_E","P025","C1","Yr2"
"243",3950,4089,"P02512_N","P025","C1","Yr2"
"244",3954,4093,"P02514_C","P025","C1","Yr2"
"245",3955,4094,"P02514_E","P025","C1","Yr2"
"246",3956,4095,"P02514_N","P025","C1","Yr2"
"247",4122,4261,"P02606_C","P026","C1","Yr2"
"248",4123,4262,"P02606_E","P026","C1","Yr2"
"249",4124,4263,"P02606_N","P026","C1","Yr2"
"250",4128,4267,"P02608_C","P026","C1","Yr2"
"251",4129,4268,"P02608_E","P026","C1","Yr2"
"252",4130,4269,"P02608_N","P026","C1","Yr2"
"253",4134,4273,"P02610_C","P026","C1","Yr2"
"254",4135,4274,"P02610_E","P026","C1","Yr2"
"255",4136,4275,"P02610_N","P026","C1","Yr2"
"256",4155,4294,"P02617_C","P026","C1","Yr2"
"257",4156,4295,"P02617_E","P026","C1","Yr2"
"258",4157,4296,"P02617_N","P026","C1","Yr2"
"259",4167,4306,"P02621_C","P026","C1","Yr2"
"260",4168,4307,"P02621_E","P026","C1","Yr2"
"261",4169,4308,"P02621_N","P026","C1","Yr2"
"262",4170,4309,"P02622_C","P026","C1","Yr2"
"263",4171,4310,"P02622_E","P026","C1","Yr2"
"264",4172,4311,"P02622_N","P026","C1","Yr2"
"265",4173,4312,"P02623_C","P026","C1","Yr2"
"266",4174,4313,"P02623_E","P026","C1","Yr2"
"267",4175,4314,"P02623_N","P026","C1","Yr2"
"268",4176,4315,"P02624_C","P026","C1","Yr2"
"269",4177,4316,"P02624_E","P026","C1","Yr2"
"270",4178,4317,"P02624_N","P026","C1","Yr2"
"271",4179,4318,"P02625_C","P026","C1","Yr2"
"272",4180,4319,"P02625_E","P026","C1","Yr2"
"273",4181,4320,"P02625_N","P026","C1","Yr2"
"274",4227,4366,"P02641_C","P026","C1","Yr2"
"275",4228,4367,"P02641_E","P026","C1","Yr2"
"276",4229,4368,"P02641_N","P026","C1","Yr2"
"277",4230,4369,"P02642_C","P026","C1","Yr2"
"278",4231,4370,"P02642_E","P026","C1","Yr2"
"279",4232,4371,"P02642_N","P026","C1","Yr2"
"280",4233,4372,"P02643_C","P026","C1","Yr2"
"281",4234,4373,"P02643_E","P026","C1","Yr2"
"282",4235,4374,"P02643_N","P026","C1","Yr2"
"283",4236,4375,"P02644_C","P026","C1","Yr2"
"284",4237,4376,"P02644_E","P026","C1","Yr2"
"285",4238,4377,"P02644_N","P026","C1","Yr2"
"286",4239,4378,"P02645_C","P026","C1","Yr2"
"287",4240,4379,"P02645_E","P026","C1","Yr2"
"288",4241,4380,"P02645_N","P026","C1","Yr2"
"289",4287,4426,"P02661_C","P026","C1","Yr2"
"290",4288,4427,"P02661_E","P026","C1","Yr2"
"291",4289,4428,"P02661_N","P026","C1","Yr2"
"292",4290,4429,"P02662_C","P026","C1","Yr2"
"293",4291,4430,"P02662_E","P026","C1","Yr2"
"294",4292,4431,"P02662_N","P026","C1","Yr2"
"295",4293,4432,"P02663_C","P026","C1","Yr2"
"296",4294,4433,"P02663_E","P026","C1","Yr2"
"297",4295,4434,"P02663_N","P026","C1","Yr2"
"298",4296,4435,"P02664_C","P026","C1","Yr2"
"299",4297,4436,"P02664_E","P026","C1","Yr2"
"300",4298,4437,"P02664_N","P026","C1","Yr2"
"301",4299,4438,"P02665_C","P026","C1","Yr2"
"302",4300,4439,"P02665_E","P026","C1","Yr2"
"303",4301,4440,"P02665_N","P026","C1","Yr2"
"304",4359,4498,"P02705_C","P027","C1","Yr2"
"305",4361,4500,"P02705_N","P027","C1","Yr2"
"306",4368,4507,"P02708_C","P027","C1","Yr2"
"307",4369,4508,"P02708_E","P027","C1","Yr2"
"308",4370,4509,"P02708_N","P027","C1","Yr2"
"309",4455,4594,"P02737_C","P027","C1","Yr2"
"310",4456,4595,"P02737_E","P027","C1","Yr2"
"311",4457,4596,"P02737_N","P027","C1","Yr2"
"312",4458,4597,"P02738_C","P027","C1","Yr2"
"313",4459,4598,"P02738_E","P027","C1","Yr2"
"314",4460,4599,"P02738_N","P027","C1","Yr2"
"315",4534,4673,"P02817_E","P028","C1","Yr2"
"316",4536,4675,"P02818_C","P028","C1","Yr2"
"317",4537,4676,"P02818_E","P028","C1","Yr2"
"318",4538,4677,"P02818_N","P028","C1","Yr2"
"319",4557,4696,"P02825_C","P028","C1","Yr2"
"320",4558,4697,"P02825_E","P028","C1","Yr2"
"321",4559,4698,"P02825_N","P028","C1","Yr2"
"322",4758,4897,"P02925_C","P029","C1","Yr2"
"323",4760,4899,"P02925_N","P029","C1","Yr2"
"324",4794,4933,"P03001_C","P030","C1","Yr2"
"325",4796,4935,"P03001_N","P030","C1","Yr2"
"326",4803,4942,"P03004_C","P030","C1","Yr2"
"327",4804,4943,"P03004_E","P030","C1","Yr2"
"328",4805,4944,"P03004_N","P030","C1","Yr2"
"329",4854,4993,"P03021_C","P030","C1","Yr2"
"330",4856,4995,"P03021_N","P030","C1","Yr2"
"331",4859,4998,"P03022_N","P030","C1","Yr2"
"332",4863,5002,"P03024_C","P030","C1","Yr2"
"333",4864,5003,"P03024_E","P030","C1","Yr2"
"334",4865,5004,"P03024_N","P030","C1","Yr2"
"335",4866,5005,"P03025_C","P030","C1","Yr2"
"336",4867,5006,"P03025_E","P030","C1","Yr2"
"337",4868,5007,"P03025_N","P030","C1","Yr2"
"338",4923,5062,"P03044_C","P030","C1","Yr2"
"339",4924,5063,"P03044_E","P030","C1","Yr2"
"340",4925,5064,"P03044_N","P030","C1","Yr2"
"341",4926,5065,"P03045_C","P030","C1","Yr2"
"342",4927,5066,"P03045_E","P030","C1","Yr2"
"343",4928,5067,"P03045_N","P030","C1","Yr2"
"344",4974,5113,"P03061_C","P030","C1","Yr2"
"345",4975,5114,"P03061_E","P030","C1","Yr2"
"346",4976,5115,"P03061_N","P030","C1","Yr2"
"347",4983,5122,"P03064_C","P030","C1","Yr2"
"348",4984,5123,"P03064_E","P030","C1","Yr2"
"349",4985,5124,"P03064_N","P030","C1","Yr2"
"350",4986,5125,"P03065_C","P030","C1","Yr2"
"351",4987,5126,"P03065_E","P030","C1","Yr2"
"352",4988,5127,"P03065_N","P030","C1","Yr2"
"353",5013,5152,"P03104_C","P031","C1","Yr2"
"354",5014,5153,"P03104_E","P031","C1","Yr2"
"355",5015,5154,"P03104_N","P031","C1","Yr2"
"356",5016,5155,"P03105_C","P031","C1","Yr2"
"357",5018,5157,"P03105_N","P031","C1","Yr2"
"358",5178,5317,"P03164_C","P031","C1","Yr2"
"359",5179,5318,"P03164_E","P031","C1","Yr2"
"360",5180,5319,"P03164_N","P031","C1","Yr2"
"361",6122,6391,"P04425_C","P044","C1","Yr3"
"362",6124,6393,"P04425_N","P044","C1","Yr3"
"363",8433,8987,"P06905_E","P069","C1","Yr5"
"364",8660,9226,"P07177_C","P071","C1","Yr5"
"365",8661,9227,"P07177_E","P071","C1","Yr5"
"366",8662,9228,"P07177_N","P071","C1","Yr5"
"367",8975,9562,"P10816_C","P108","C1","Yr1"
"368",8976,9563,"P10816_E","P108","C1","Yr1"
"369",8977,9564,"P10816_N","P108","C1","Yr1"
"370",8982,9569,"P10818_E","P108","C1","Yr1"
"371",8999,9586,"P10824_C","P108","C1","Yr1"
"372",9000,9587,"P10824_E","P108","C1","Yr1"
"373",9001,9588,"P10824_N","P108","C1","Yr1"
"374",9098,9685,"P10864_C","P108","C1","Yr1"
"375",9099,9686,"P10864_E","P108","C1","Yr1"
"376",9100,9687,"P10864_N","P108","C1","Yr1"
"377",9275,9877,"P51301_C","P513","C1","Yr3"
"378",9276,9878,"P51301_E","P513","C1","Yr3"
"379",9277,9879,"P51301_N","P513","C1","Yr3"
"380",9278,9880,"P51302_C","P513","C1","Yr3"
"381",9279,9881,"P51302_E","P513","C1","Yr3"
"382",9280,9882,"P51302_N","P513","C1","Yr3"
"383",9281,9883,"P51304_C","P513","C1","Yr3"
"384",9282,9884,"P51304_E","P513","C1","Yr3"
"385",9283,9885,"P51304_N","P513","C1","Yr3"
"386",9284,9886,"P51306_C","P513","C1","Yr3"
"387",9285,9887,"P51306_E","P513","C1","Yr3"
"388",9286,9888,"P51306_N","P513","C1","Yr3"
"389",9287,9889,"P51308_C","P513","C1","Yr3"
"390",9288,9890,"P51308_E","P513","C1","Yr3"
"391",9289,9891,"P51308_N","P513","C1","Yr3"
"392",9290,9892,"P51309_C","P513","C1","Yr3"
"393",9291,9893,"P51309_E","P513","C1","Yr3"
"394",9292,9894,"P51309_N","P513","C1","Yr3"
"395",9293,9895,"P51311_C","P513","C1","Yr3"
"396",9294,9896,"P51311_E","P513","C1","Yr3"
"397",9295,9897,"P51311_N","P513","C1","Yr3"
"398",9296,9898,"P51313_C","P513","C1","Yr3"
"399",9297,9899,"P51313_E","P513","C1","Yr3"
"400",9298,9900,"P51313_N","P513","C1","Yr3"
"401",9299,9901,"P51315_C","P513","C1","Yr3"
"402",9300,9902,"P51315_E","P513","C1","Yr3"
"403",9301,9903,"P51315_N","P513","C1","Yr3"
"404",9302,9904,"P51316_C","P513","C1","Yr3"
"405",9303,9905,"P51316_E","P513","C1","Yr3"
"406",9304,9906,"P51316_N","P513","C1","Yr3"
"407",9305,9907,"P51317_C","P513","C1","Yr3"
"408",9306,9908,"P51317_E","P513","C1","Yr3"
"409",9307,9909,"P51317_N","P513","C1","Yr3"
"410",9308,9910,"P51320_C","P513","C1","Yr3"
"411",9309,9911,"P51320_E","P513","C1","Yr3"
"412",9310,9912,"P51320_N","P513","C1","Yr3"
"413",9311,9913,"P51323_C","P513","C1","Yr3"
"414",9312,9914,"P51323_E","P513","C1","Yr3"
"415",9313,9915,"P51323_N","P513","C1","Yr3"
"416",9314,9916,"P51324_C","P513","C1","Yr3"
"417",9315,9917,"P51324_E","P513","C1","Yr3"
"418",9316,9918,"P51324_N","P513","C1","Yr3"
"419",9317,9919,"P51325_C","P513","C1","Yr3"
"420",9318,9920,"P51325_E","P513","C1","Yr3"
"421",9319,9921,"P51325_N","P513","C1","Yr3"
"422",9320,9922,"P51328_C","P513","C1","Yr3"
"423",9321,9923,"P51328_E","P513","C1","Yr3"
"424",9322,9924,"P51328_N","P513","C1","Yr3"
"425",9323,9925,"P51329_C","P513","C1","Yr3"
"426",9324,9926,"P51329_E","P513","C1","Yr3"
"427",9325,9927,"P51329_N","P513","C1","Yr3"
"428",9326,9928,"P51330_C","P513","C1","Yr3"
"429",9327,9929,"P51330_E","P513","C1","Yr3"
"430",9328,9930,"P51330_N","P513","C1","Yr3"
"431",9329,9931,"P51331_C","P513","C1","Yr3"
"432",9330,9932,"P51331_E","P513","C1","Yr3"
"433",9331,9933,"P51331_N","P513","C1","Yr3"
"434",9332,9934,"P51332_C","P513","C1","Yr3"
"435",9333,9935,"P51332_E","P513","C1","Yr3"
"436",9334,9936,"P51332_N","P513","C1","Yr3"
"437",9335,9937,"P51333_C","P513","C1","Yr3"
"438",9336,9938,"P51333_E","P513","C1","Yr3"
"439",9337,9939,"P51333_N","P513","C1","Yr3"
"440",9338,9940,"P51337_C","P513","C1","Yr3"
"441",9339,9941,"P51337_E","P513","C1","Yr3"
"442",9340,9942,"P51337_N","P513","C1","Yr3"
"443",9341,9943,"P51338_C","P513","C1","Yr3"
"444",9342,9944,"P51338_E","P513","C1","Yr3"
"445",9343,9945,"P51338_N","P513","C1","Yr3"
"446",9344,9946,"P51340_C","P513","C1","Yr3"
"447",9345,9947,"P51340_E","P513","C1","Yr3"
"448",9346,9948,"P51340_N","P513","C1","Yr3"
"449",9347,9949,"P51342_C","P513","C1","Yr3"
"450",9348,9950,"P51342_E","P513","C1","Yr3"
"451",9349,9951,"P51342_N","P513","C1","Yr3"
"452",9350,9952,"P51353_C","P513","C1","Yr3"
"453",9351,9953,"P51353_E","P513","C1","Yr3"
"454",9352,9954,"P51353_N","P513","C1","Yr3"
"455",9353,9955,"P51354_C","P513","C1","Yr3"
"456",9354,9956,"P51354_E","P513","C1","Yr3"
"457",9355,9957,"P51354_N","P513","C1","Yr3"
"458",9356,9958,"P51355_C","P513","C1","Yr3"
"459",9357,9959,"P51355_E","P513","C1","Yr3"
"460",9358,9960,"P51355_N","P513","C1","Yr3"
"461",9359,9961,"P51358_C","P513","C1","Yr3"
"462",9360,9962,"P51358_E","P513","C1","Yr3"
"463",9361,9963,"P51358_N","P513","C1","Yr3"
"464",9362,9964,"P51359_C","P513","C1","Yr3"
"465",9363,9965,"P51359_E","P513","C1","Yr3"
"466",9364,9966,"P51359_N","P513","C1","Yr3"
"467",9365,9967,"P51360_C","P513","C1","Yr3"
"468",9366,9968,"P51360_E","P513","C1","Yr3"
"469",9367,9969,"P51360_N","P513","C1","Yr3"
"470",9368,9970,"P51361_C","P513","C1","Yr3"
"471",9369,9971,"P51361_E","P513","C1","Yr3"
"472",9370,9972,"P51361_N","P513","C1","Yr3"
"473",9371,9973,"P51363_C","P513","C1","Yr3"
"474",9372,9974,"P51363_E","P513","C1","Yr3"
"475",9373,9975,"P51363_N","P513","C1","Yr3"
"476",9374,9976,"P51371_C","P513","C1","Yr3"
"477",9375,9977,"P51371_E","P513","C1","Yr3"
"478",9376,9978,"P51371_N","P513","C1","Yr3"
"479",9377,9979,"P51373_C","P513","C1","Yr3"
"480",9378,9980,"P51373_E","P513","C1","Yr3"
"481",9379,9981,"P51373_N","P513","C1","Yr3"
"482",9380,9982,"P51374_C","P513","C1","Yr3"
"483",9381,9983,"P51374_E","P513","C1","Yr3"
"484",9382,9984,"P51374_N","P513","C1","Yr3"
"485",10036,55,"P00024_C","P000","C2","Yr1"
"486",10038,57,"P00024_N","P000","C2","Yr1"
"487",10039,58,"P00025_C","P000","C2","Yr1"
"488",10041,60,"P00025_N","P000","C2","Yr1"
"489",10596,935,"P00666_C","P006","C2","Yr1"
"490",10598,937,"P00666_N","P006","C2","Yr1"
"491",10605,944,"P00669_C","P006","C2","Yr1"
"492",10606,945,"P00669_E","P006","C2","Yr1"
"493",10607,946,"P00669_N","P006","C2","Yr1"
"494",10608,947,"P00670_C","P006","C2","Yr1"
"495",10609,948,"P00670_E","P006","C2","Yr1"
"496",10610,949,"P00670_N","P006","C2","Yr1"
"497",11022,1840,"P01177_C","P011","C2","Yr1"
